"tweets","class"
"@USER @USER -PRON- ’s say before that -PRON- will always be pray for -PRON- even tho -PRON- can not do anything . -PRON- be sure -PRON- be heart break as well at the event",0
"@USER @USER @USER which one be -PRON- ? be there an active threat that -PRON- could be shoot that be drive the need for gun control ?   or be the idea that the threat exist hypothetical so -PRON- have an excuse to carry a big scary gun ?",0
"@USER get a life !",0
"@USER Containers of Hurricane Donations find rot in Puerto Rico Parking Lot url",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER follow all # fantastic # MAGA # Patriots ❣ look forward to -PRON- follow back . thank -PRON-   & amp ; have a wonderful day 🇺 🇸 🙏 💕",0
"@USER the suicide rate in America be similar to other country that have strict gun control . -PRON- use other URL the U.K. jump from cliff and bridge be a common method .",0
"@USER be -PRON- join ANTIFA ?",0
"@USER @USER apparently durbin have amnesia",0
"5/5 Canada have regulate firearm since the last quarter of the 19th century . those law have probably contribute to Canada have only 1 % as many handgun in circulation as in the US .   url",0
"@USER -PRON- ’ Anita Hill versus Clarence Thomas all over again . -PRON- hope this confirmation process have the same end result .   # MAGA 😊 👍 🏼 👏 🏼 🙏 🏼 ✌ 🏼 👮 🏻 👩 🏻‍ ✈ ️ 🇺 🇸 🇵 🇷",0
"@USER @USER Boi if -PRON- do not",0
"3rd time in -PRON- teacher career that -PRON- have have a parent tell -PRON- that -PRON- / -PRON- be pray for -PRON- . -PRON- always consider that a win 👏 🏻 👏 🏻 # teacherlife # prayalloftheprayer url",0
"@USER -PRON- be most welcome ! ! ! # whysjamescryin ? ? ?",0
"@USER @USER Funny watch these liberal all of a sudden do a 180 on be transparent .   Warner have no problem with leak .   now when the truth be out -PRON- have issue .     -PRON- over .   some people be in big trouble .   Warner be likely one of -PRON- .",0
"@USER Brown like -PRON-",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER -PRON- lady always make -PRON- smile .. if -PRON- know what -PRON- mean 😛",0
"@USER do -PRON- have to scalp Custer ?",0
"@USER @USER @USER @USER nothing abusive should ever be do to anyone !   include the woman and people of this country -PRON- be put under horrible stress worry about what -PRON- be go to do .   this should have be an easy no "" from -PRON- if -PRON- be who -PRON- say -PRON- be .   and -PRON- agree with -PRON- Gabby ! """,0
"@USER @USER Ask Antifa - which one -PRON- like & amp ; respect",0
"@USER by ban ammunition gun be still legal . why not instate gun control to keep 24 /7 watch on all firearm .",0
"@USER @USER @USER do not have anything to do with Trump or any conservative . refuse to trade with -PRON- in business",0
"@USER @USER @USER get -PRON- sign -PRON- book ...... -PRON- be a cute url",0
"@USER @USER wow more salinsky tactic",0
"@USER Nhs be only the way -PRON- be because -PRON- have a over populated country   conservative have privertise be nhs buy from",0
"@USER @USER Gun control anyone ? # DisarmHate",0
"@USER @USER -PRON- be not for gun control .... practice read comprehension first",0
"@USER @USER -PRON- be begin to believe that all liberal be sociopath . none of the people here believe in rule of law . -PRON- have to have evidence of a crime to go any further # ConfirmBrettKavanaughNow",0
"@USER -PRON- can not wait to see -PRON- MAGA tat across -PRON- chest with a picture of Mueller .",0
"@USER @USER -PRON- be amazing . -PRON- admire -PRON- so much for always be able to raise above the ugliness & amp ; hatred . -PRON- show -PRON- what grace be .",0
"Antifa catch off guard after get confront by the last person -PRON- ... url via @USER",0
"@USER @USER Somebody be terrified .   what will happen when the # american public know the # truth about what -PRON- have be do ? # DrainTheDeepState    # maga # Trump2020 # kag   url",0
"@USER be ? -PRON- bet -PRON- be still into Sloane ... -PRON- be pretty awesome ! !",0
"# SJW crap and/or # Paedophilia ..   # Hollywood # tv # movie # gaming # Politics # Comics # Police # PublicAuthorities like # council .. # DWP # dwpcrime   # CatholicChurch or # church   # Vatican   # Islam and # Muslims use as a weapon ..   miss anything ? ! # NHS maybe ?   # mbga # conservative",0
"@USER who -PRON- think -PRON- be to talk to a referee like that and expect everyone to support -PRON- ! or treat -PRON- specially ?",0
"@USER get out of the Paris Climate Agreement be what 64 m voter want ! Obama commit -PRON- to $ 100b towards that agreement ! -PRON- keep pay for the third world country and -PRON- be go broke ! -PRON- do not help when place like Cal . have 3 m illegal either !",0
"@USER -PRON- ’ go to tip -PRON- two new asshole",0
"@USER -PRON- Mike @USER what country be -PRON- live in -PRON- country be a constitutional republic not a democracy",0
"# science # ecology # health # nature the Problem of the one and the many in Gun Control URL url",0
"@USER Can -PRON- believe -PRON- just have a President with a fake ID ?",0
"old article but -PRON- go to be relevant very soon .... #clintonfoundation # MAGA # ClintonCrimes url",0
"@USER -PRON- need to go just as Joe P do",0
"@USER all of -PRON- ! 😂 😂 URL",0
"@USER @USER @USER -PRON- do not think -PRON- have a clue what leadership and liberal have the temperament of 2 year old child be tell no .... -PRON- have the intellectual brilliance of a goat .. please stop tweet . TDS   be make look quite the fool ..",0
"@USER @USER as a gun control leftist :    -PRON- would rather a child have a responsible parent that lock the front door and do not let -PRON- get involve in the neighbor DV .    Shir , if the .22 be where -PRON- could grab "" -PRON- , but could not leavem -PRON- s lucky -PRON- do not find -PRON- first . """,0
"someone please show @USER @USER @USER @USER this and @USER front and center tonight unless -PRON- get the declass out today # MAGA url",0
"@USER @USER Sorry to hear about the loss of -PRON- friend   :(",0
"@USER @USER Characterizations of famous people be very funny . but not if -PRON- be black . cue the race baiter in 3 ... 2 ... 1 ...",0
"@USER @USER Funny how the Conservatives do not like -PRON- when one of there be defect but -PRON- sure do not mind when a Liberal defect . where be there integrity in this ?",0
"@USER @USER @USER how could anyone want to vote for a Democrat who want open border and gun control",0
"@USER -PRON- be in a full blow temper   tantrum over Manafort .",0
"@USER do not watch and do not care . # MAGA",0
"@USER so wait . conservative be cry about need -PRON- safe space "" all of the sudden . how liberal elite college of -PRON- . """,0
"@USER @USER those that do not respect the Constitution need to be drive out of office .   # votedemsout # votered2018    # therainmaker # QAnon # MAGA # WWG1WGA url",0
"@USER -PRON- believe -PRON- be correct Chico the wise chihuahua!! ❤ ️ ❤ ️ ❤ ️",0
"@USER -PRON- hope -PRON- be right",0
"@USER @USER -PRON- be xx",0
"@USER @USER only if the self - serve @USER do not stand and reject Mrs May 's de facto # remain surrender .   now begone with that insurgent hashtag .",0
"@USER yeah but -PRON- think what -PRON- be say be addiction be a life long battle . regardless of if -PRON- relapse or not Josh have to keep those demon at bay every day .",0
"@USER @USER in other word , -PRON- be not speak on -PRON- behalf , i just can not sit idly by while people make an ass out of -PRON- because i feel like people can be well than that . """,0
"@USER -PRON- be too cute .",0
"@USER @USER -PRON- be almost as if 50 year ago ( 1968 ) something change about how gun control be discuss by the NRA .   how the NRA go from back gun control to America ’s most powerful lobby group "" URL",0
"13/ ? BOOOM .    the MAC tell the @USER to pay the public sector properly . have that there be no magic money tree "" .    but this be a disaster . -PRON- mean the # NHS be in crisis and compete with other sector . URL",0
"@USER -PRON- be absolutely right smdh",0
"@USER @USER -PRON- think -PRON- say number be up ? someone lie .",0
"@USER @USER -PRON- be pitiful !   reason economy be soar be that -PRON- be out of office and President Trump be get rid of -PRON- pen and phone regulation !   -PRON- legacy be be shatter and -PRON- know -PRON- .   -PRON- speech be only about -PRON- .   Democrats have no message 😎 vote Republican in November ! 🇺 🇸",0
"@USER @USER -PRON- ’ never be about that!!everythe about Color 🤨 if public safety be a concern there would be MORE GUN CONTROL e.g Assault Rifles 😶",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Rich -PRON- be -PRON- OG follower .. i have 2 311 fan follow -PRON- first but -PRON- have hardly ever tweet .. so u get the honor",0
"@USER all those fund raise dinner party 's with oligarch and -PRON- story of rip the old Soviet Union to piece for -PRON- own personal gain be a light bulb moment for many @USER . # Brexit will be a very lucrative endeavor for most of -PRON- .",0
"@USER some antifa type may even show : sort of like a mini - g8 donybrooke then ? 😎",0
"@USER all that do be reinforce the   fact that @USER be as much in the gutter as @USER",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER lie on top of lie that be the antifa and democrats way",0
"@USER -PRON- can not lump small l liberal conservative in with the far right nutbag .......",0
"@USER @USER @USER because the non - citizen be look for a free ride on the back of the american taxpayer and liberal be look for vote . -PRON- be like a pyramid . -PRON- need to bring new people in at the bottom to support -PRON- at the top .",0
"@USER Bono be go to the dark side .. globalism",0
"@USER @USER what be a ten commandment ? "" """,0
"-PRON- be most definitely well off now than under the previous administration .. -PRON- still believe most sane people will vote with -PRON- head and wallet . there be many closet Republicans who when the chip be down will # VoteRedToSaveAmerica   and ignore the MSM . # KAG2018 # MAGA 🇺 🇸 URL",0
"@USER @USER an excellent idea @USER   -PRON- be so intelligent and relentless .",0
"@USER Liberal MP Leona Alleslev ’s decision to cross the floor & amp ; join the Conservatives would seem to be a betrayal of -PRON- supporter . do -PRON- consult those who vote -PRON- in ? seemingly -PRON- ’ legal ? imagine if # DougFord decide to cross the floor & amp ; become the Liberal Premier . 🤔 😂",0
"@USER @USER @USER @USER @USER Most modern conservative be not very bright . a lot of -PRON- found father be slave - owner who want to end slavery in the US . -PRON- principle be far more nuanced and granular than modern conservative principle : shallow principle can not withstand the test of time .",0
"OHIO -PRON- have to make sure -PRON- get Jim Renacci elect for Senate . America be here for -PRON- .   let -PRON- all # MAGA together - url url",0
"@USER @USER @USER -PRON- be ask Liberals to use Reason and Logic . look at these people , -PRON- have be suffer a collective psychosis for almost 2 yrs and get crazy by the hour . if -PRON- educate elite "" be Batsht crazy , -PRON- sheep / foot soldier be likely certifiable . -PRON- be beyond help . url",0
"@USER Guess -PRON- know who -PRON- be too much like by not watch -PRON- 🤷 ‍ ♀ ️ go figure : ) have a great night Brett !",0
"@USER @USER @USER @USER Hope -PRON- serve as a beacon to other Liberals who feel the same way .... there must be more of -PRON- ... -PRON- hope there be more of -PRON- .. there must be more with moral and a conscience",0
"@USER @USER @USER -PRON- hope the voter of the UK will not forget what a shamble @USER @USER and   @USER have make of this . lack of leadership have leave -PRON- in the doldrum and betray both those who vote Leave and the rest of the UK . # BrexitBritain",0
"@USER -PRON- think -PRON- be one a high portion of the sidewalk 💜",0
"@USER that ’ why conservative be so afraid of weed . -PRON- think -PRON- will make -PRON- love black people .",0
"@USER no shhhh -PRON- be proud of u",0
